Survived,Pclass,Age,SibSp,Parch,Fare,Age_Missing,Cabin_Deck,Cabin_Missing,Embarked_Q,Embarked_S,Sex_male,Family_Size,Is_Alone,Fare_Per_Person
1,0,-0.10463740114712752,0,0,0.9462455716384695,0,-1,1,0,0,0,1,1,0.9462455716384695
1,0,0.04906228549545483,0,0,1.093228788100527,0,1,0,0,1,0,1,1,1.093228788100527
1,0,0.4333115021019107,0,0,9.667166525013505,0,-1,1,0,0,0,1,1,9.667166525013505
1,1,1.5860591519212783,0,1,-0.12491978668775715,0,-1,1,0,1,0,2,0,-0.062459893343878574
0,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
1,2,-2.025883484179407,4,2,-0.016444159470040135,0,-1,1,0,1,1,7,0,-0.0023491656385771623
0,0,1.7397588385638607,1,1,0.955306180872432,0,4,0,0,1,1,3,0,0.318435393624144
0,0,0.8175607187083667,0,0,-0.6484216535389205,0,1,0,0,1,1,1,1,-0.6484216535389205
0,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,0,1,1,-0.49237782784290063
0,1,0.5101613454232019,0,0,-0.43700743807979686,0,-1,1,0,1,1,1,1,-0.43700743807979686
0,2,-1.0268355210026217,4,1,0.1506737441786005,0,-1,1,0,1,1,6,0,0.025112290696433417
1,2,-0.33518693111100106,1,0,-0.4918744606632361,0,-1,1,0,1,1,2,0,-0.24593723033161805
1,0,2.200857898491608,0,1,2.441497778832105,0,2,0,0,1,0,2,0,1.2207488894160525
1,0,0.4333115021019107,0,0,2.0825124140450755,0,2,0,0,1,0,1,1,2.0825124140450755
0,0,-0.10463740114712752,0,0,-0.024246350754841113,0,-1,1,0,1,1,1,1,-0.024246350754841113
1,2,-0.33518693111100106,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
1,1,0.8944105620296577,0,1,-0.255795253400548,0,-1,1,0,1,0,2,0,-0.127897626700274
0,0,0.5870111887444931,0,1,-0.05042144409739929,0,2,0,0,0,1,2,0,-0.025210722048699646
1,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,0,1,1,-0.49237782784290063
1,0,2.585107115098064,1,0,0.921244330558889,0,3,0,0,1,0,2,0,0.4606221652794445
0,2,1.2018099353148226,0,0,-0.49237782784290063,0,-1,1,0,1,0,1,1,-0.49237782784290063
0,1,-0.10463740114712752,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
0,2,-1.7184841108942424,4,1,-0.06199888922968463,0,-1,1,1,0,1,6,0,-0.010333148204947438
1,2,0.4333115021019107,1,1,-0.24069423801061057,0,-1,1,0,1,0,3,0,-0.08023141267020352
0,2,2.738806801740646,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
0,2,-0.10463740114712752,0,0,-0.4902797934380587,0,-1,1,0,1,1,1,1,-0.4902797934380587
0,2,-1.0268355210026217,0,0,-0.45714212526638004,0,-1,1,0,1,1,1,1,-0.45714212526638004
1,2,-0.7962859910387481,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,0,-0.10463740114712752,0,0,-0.12491978668775715,0,0,0,0,1,1,1,1,-0.12491978668775715
0,2,0.27961181545932834,0,0,-0.47400492578514347,0,-1,1,0,0,1,1,1,-0.47400492578514347
1,2,0.04906228549545483,0,0,-0.45714212526638004,0,-1,1,0,1,1,1,1,-0.45714212526638004
0,2,-0.5657364610748746,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
1,1,0.9712604053509489,0,0,-0.3866707201133388,0,-1,1,0,1,1,1,1,-0.3866707201133388
1,2,-0.5657364610748746,0,0,-0.49237782784290063,0,-1,1,1,0,0,1,1,-0.49237782784290063
1,0,-0.2583370877897099,0,0,0.9391984311231651,0,-1,1,0,1,0,1,1,0.9391984311231651
1,0,-0.7962859910387481,1,0,1.1854295476653287,0,1,0,0,0,0,2,0,0.5927147738326644
0,1,0.5101613454232019,0,0,-0.3891875560116617,0,3,0,0,0,1,1,1,-0.3891875560116617
0,2,-0.41203677443229225,0,0,-0.4702296719376591,0,-1,1,0,1,0,1,1,-0.4702296719376591
0,2,-0.41203677443229225,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,0,-0.10463740114712752,0,0,-0.09027201697708476,0,-1,1,0,0,1,1,1,-0.09027201697708476
0,2,-0.45046169609293785,0,0,-0.5028639729296732,0,-1,1,0,0,1,1,1,-0.5028639729296732
0,0,-2.1027333275006983,1,2,2.4029901895877646,0,2,0,0,1,0,4,0,0.6007475473969411
1,0,-0.10463740114712752,0,0,-0.034313694348132716,0,2,0,0,1,1,1,1,-0.034313694348132716
1,0,1.5860591519212783,0,1,4.335332226633905,0,1,0,0,0,0,2,0,2.1676661133169524
1,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,0,1,1,-0.49237782784290063
1,2,-0.10463740114712752,2,0,-0.18029017645086096,0,-1,1,1,0,1,3,0,-0.06009672548362032
0,2,-0.7962859910387481,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
1,1,-0.10463740114712752,0,0,-0.3997582667846179,0,4,0,1,0,0,1,1,-0.3997582667846179
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,0,-2.1857311582876924,1,2,2.4029901895877646,0,2,0,0,1,1,4,0,0.6007475473969411
1,0,-0.10463740114712752,0,0,1.5841789061771412,0,-1,1,0,0,0,1,1,1.5841789061771412
1,0,-0.9499856776813305,1,0,1.5442457810799908,0,2,0,0,0,0,2,0,0.7721228905399954
0,1,0.04906228549545483,1,0,-0.16518916106092355,0,-1,1,0,0,1,2,0,-0.08259458053046177
1,0,0.04906228549545483,0,0,0.49782998024351216,0,4,0,0,0,0,1,1,0.49782998024351216
1,0,-0.41203677443229225,0,0,1.0259447039291216,0,2,0,0,0,0,1,1,1.0259447039291216
1,0,-0.8731358343600393,2,2,4.634416897040849,0,1,0,0,0,0,5,0,0.9268833794081697
0,1,-0.2583370877897099,1,1,-0.12491978668775715,0,-1,1,0,1,0,3,0,-0.04163992889591905
0,2,-0.10463740114712752,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,1,1.0481102486722402,1,1,-0.11988611489111134,0,-1,1,0,1,1,3,0,-0.039962038297037115
1,2,-0.2583370877897099,0,0,-0.4902797934380587,0,-1,1,0,1,0,1,1,-0.4902797934380587
1,1,-0.41203677443229225,1,0,-0.12491978668775715,0,-1,1,0,1,0,2,0,-0.062459893343878574
0,1,1.893458525206443,0,0,-0.36653603292675563,0,-1,1,0,1,1,1,1,-0.36653603292675563
1,0,0.12591212881674602,0,2,2.671117778445337,0,2,0,0,1,0,3,0,0.8903725928151123
1,0,0.8175607187083667,1,1,2.059693773056521,0,4,0,0,0,0,3,0,0.6865645910188403
0,2,-0.5657364610748746,0,0,-0.5024451714361923,0,-1,1,0,1,1,1,1,-0.5024451714361923
0,2,-0.1814872444684187,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
1,1,0.04906228549545483,0,0,-0.3997582667846179,0,-1,1,1,0,0,1,1,-0.3997582667846179
1,1,-0.5657364610748746,1,1,-0.06451572512800753,0,-1,1,0,1,0,3,0,-0.021505241709335845
0,2,-0.10463740114712752,8,2,0.7519458402879414,0,-1,1,0,1,1,11,0,0.06835871275344922
1,0,0.5101613454232019,0,0,2.0825124140450755,0,2,0,0,0,0,1,1,2.0825124140450755
0,2,2.4314074284554814,0,0,-0.5228315422126077,0,-1,1,0,1,1,1,1,-0.5228315422126077
1,1,0.5101613454232019,0,0,-0.3866707201133388,0,3,0,0,1,0,1,1,-0.3866707201133388
1,2,0.12591212881674602,1,1,-0.2351571990343002,0,-1,1,0,1,0,3,0,-0.07838573301143341
1,0,-1.0268355210026217,0,1,0.5189714017894245,0,1,0,0,0,0,2,0,0.25948570089471223
1,2,-0.10463740114712752,2,0,-0.18029017645086096,0,-1,1,1,0,0,3,0,-0.06009672548362032
0,0,1.2402348569754682,0,0,-0.07458306872129913,0,2,0,0,1,1,1,1,-0.07458306872129913
0,0,0.6638610320657843,0,1,2.441497778832105,0,2,0,0,1,1,2,0,1.2207488894160525
0,2,-1.0268355210026217,2,0,-0.2859972841804228,0,-1,1,0,1,1,3,0,-0.09533242806014093
1,0,-0.10463740114712752,1,0,2.042579288947925,0,-1,1,0,1,0,2,0,1.0212896444739625
0,2,-0.10463740114712752,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,0,-0.027787557825836348,1,0,0.6925485130875209,0,2,0,0,1,1,2,0,0.34627425654376043
1,0,0.8944105620296577,0,0,2.059693773056521,0,4,0,0,0,0,1,1,2.059693773056521
1,2,1.2018099353148226,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,0,1.2018099353148226,0,0,0.06635974158478332,0,7,0,0,1,1,1,1,0.06635974158478332
1,1,-2.1027333275006983,1,1,-0.12491978668775715,0,5,0,0,1,1,3,0,-0.04163992889591905
1,0,-0.41203677443229225,3,2,4.647001076532463,0,2,0,0,1,0,6,0,0.7745001794220773
0,1,-0.10463740114712752,0,0,-0.3866707201133388,0,-1,1,0,1,1,1,1,-0.3866707201133388
0,1,-0.33518693111100106,0,0,-0.3866707201133388,0,-1,1,0,1,1,1,1,-0.3866707201133388
0,1,0.5101613454232019,0,0,-0.3866707201133388,0,-1,1,0,1,1,1,1,-0.3866707201133388
1,1,-0.41203677443229225,0,0,-0.3866707201133388,0,5,0,0,1,0,1,1,-0.3866707201133388
1,1,0.8175607187083667,0,0,-0.3866707201133388,0,-1,1,0,1,0,1,1,-0.3866707201133388
1,2,-0.10463740114712752,1,0,-0.32425318983493084,0,-1,1,0,1,0,2,0,-0.16212659491746542
1,2,-2.025883484179407,1,1,-0.32828012727224753,0,-1,1,0,1,1,3,0,-0.10942670909074918
0,2,0.9712604053509489,0,0,-0.47400492578514347,0,-1,1,0,1,1,1,1,-0.47400492578514347
0,2,-0.48888661775358344,0,0,-0.4626791642426904,0,-1,1,0,1,1,1,1,-0.4626791642426904
0,0,-0.10463740114712752,0,0,0.05629239799149171,0,2,0,0,1,1,1,1,0.05629239799149171
0,2,-1.1036853643239128,1,1,-0.5028639729296732,0,-1,1,0,0,1,3,0,-0.16762132430989107
0,2,-0.33518693111100106,1,0,-0.29002422161773944,0,-1,1,0,1,1,2,0,-0.14501211080886972
0,2,-0.10463740114712752,0,0,-0.5029485386158568,0,-1,1,0,0,1,1,1,-0.5029485386158568
0,2,-0.10463740114712752,0,0,-0.45714212526638004,0,-1,1,0,1,1,1,1,-0.45714212526638004
1,0,-0.5657364610748746,0,1,0.4589861417231558,0,4,0,0,1,0,2,0,0.2294930708615779
0,1,0.6638610320657843,0,0,-0.3866707201133388,0,-1,1,0,1,0,1,1,-0.3866707201133388
1,2,-0.10463740114712752,0,0,-0.48977642625839407,0,-1,1,1,0,0,1,1,-0.48977642625839407
1,2,-0.10463740114712752,0,0,-0.48977642625839407,0,-1,1,1,0,0,1,1,-0.48977642625839407
0,2,0.8175607187083667,1,4,-0.08666388103324908,0,-1,1,0,1,1,6,0,-0.01444398017220818
0,1,-0.027787557825836348,1,0,-0.09027201697708476,0,-1,1,0,0,1,2,0,-0.04513600848854238
0,2,1.2018099353148226,0,1,-0.3573908580066095,0,-1,1,0,0,0,2,0,-0.17869542900330476
0,2,0.4333115021019107,0,0,-0.5064721088735089,0,-1,1,0,1,1,1,1,-0.5064721088735089
0,2,-0.10463740114712752,1,0,-0.3363340021468808,0,-1,1,1,0,1,2,0,-0.1681670010734404
0,2,0.04906228549545483,0,0,-0.5024451714361923,0,-1,1,0,1,1,1,1,-0.5024451714361923
1,0,2.3545575851341902,1,0,0.8667135572514657,0,3,0,0,0,0,2,0,0.43335677862573285
1,2,-0.10463740114712752,0,0,-0.5028639729296732,0,-1,1,0,0,0,1,1,-0.5028639729296732
1,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,0,1,1,-0.49237782784290063
1,0,-0.41203677443229225,0,0,0.7469121684912956,0,1,0,0,0,0,1,1,0.7469121684912956
1,0,-0.33518693111100106,1,0,0.4678796330534696,0,4,0,0,0,1,2,0,0.2339398165267348
0,2,-0.8731358343600393,1,0,-0.5176307525123133,0,-1,1,0,1,1,2,0,-0.25881537625615664
0,2,-0.7962859910387481,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,0,-0.5657364610748746,0,0,2.0825124140450755,0,-1,1,0,0,1,1,1,2.0825124140450755
0,2,-2.025883484179407,3,1,-0.22408312108167944,0,-1,1,0,1,0,5,0,-0.044816624216335886
1,0,-0.10463740114712752,1,0,1.0060617003323709,0,-1,1,0,0,0,2,0,0.5030308501661854
1,2,-0.5657364610748746,0,0,-0.5024451714361923,0,-1,1,0,1,0,1,1,-0.5024451714361923
0,0,-0.1814872444684187,0,2,3.610064686423428,0,2,0,0,0,1,3,0,1.203354895474476
0,2,-0.719436147717457,0,0,-0.5676312212027554,0,-1,1,0,0,1,1,1,-0.5676312212027554
0,2,-0.7962859910387481,0,0,-0.4918744606632361,0,-1,1,0,1,1,1,1,-0.4918744606632361
1,0,0.9712604053509489,0,0,3.9327230485884233,0,-1,1,0,0,0,1,1,3.9327230485884233
1,2,-2.1795831708219895,0,2,-0.33146744825388363,0,-1,1,0,0,0,3,0,-0.11048914941796122
0,2,0.20276197213803718,0,0,-0.4888542575852486,0,-1,1,0,1,1,1,1,-0.4888542575852486
1,0,0.4333115021019107,1,0,0.39858208016340624,0,-1,1,0,1,0,2,0,0.19929104008170312
0,2,-0.10463740114712752,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,1,-0.8731358343600393,0,0,0.8314778546749452,0,-1,1,0,1,1,1,1,0.8314778546749452
0,2,-2.1795831708219895,5,2,0.2958951755118318,0,-1,1,0,1,1,8,0,0.036986896938978976
1,1,0.5101613454232019,0,0,-0.3866707201133388,0,-1,1,0,1,0,1,1,-0.3866707201133388
0,2,-0.10463740114712752,0,0,-0.49279662933638163,0,-1,1,1,0,1,1,1,-0.49279662933638163
1,1,-0.9499856776813305,0,0,-0.40680540729992204,0,-1,1,0,0,0,1,1,-0.40680540729992204
1,0,0.5101613454232019,1,2,1.7677408088510642,0,1,0,0,1,1,4,0,0.44193520221276605
1,2,-0.6425863043961658,0,0,-0.49145565916975514,0,-1,1,0,1,1,1,1,-0.49145565916975514
0,2,-0.10463740114712752,2,0,-0.4888542575852486,0,-1,1,0,1,1,3,0,-0.16295141919508285
1,0,-0.48888661775358344,1,0,1.6323350375212924,0,3,0,0,0,0,2,0,0.8161675187606462
1,2,-0.41203677443229225,0,2,-0.312172377522981,0,6,0,0,1,0,3,0,-0.104057459174327
0,2,-0.5657364610748746,0,0,-0.49145565916975514,0,-1,1,0,1,1,1,1,-0.49145565916975514
0,2,0.12591212881674602,0,0,-0.4902797934380587,0,-1,1,0,1,0,1,1,-0.4902797934380587
0,1,1.2786597786361138,0,0,-0.12491978668775715,0,-1,1,0,1,1,1,1,-0.12491978668775715
0,1,-0.48888661775358344,0,0,-0.43700743807979686,0,-1,1,0,1,1,1,1,-0.43700743807979686
1,1,-0.10463740114712752,0,0,-0.393717860628643,0,-1,1,0,1,0,1,1,-0.393717860628643
1,2,0.7407108753870755,0,0,-0.4888542575852486,0,-1,1,0,1,1,1,1,-0.4888542575852486
0,2,-0.2583370877897099,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,2,-0.6425863043961658,1,0,-0.4505983519307405,0,-1,1,0,1,0,2,0,-0.22529917596537025
0,2,-0.10463740114712752,1,0,-0.32928686163157667,0,-1,1,0,1,1,2,0,-0.16464343081578833
0,2,-0.719436147717457,0,0,-0.47400492578514347,0,-1,1,0,1,0,1,1,-0.47400492578514347
0,1,0.35646165878061953,1,0,-0.22559322262067316,0,-1,1,0,1,1,2,0,-0.11279661131033658
0,2,1.6629089952425695,0,0,-0.49237782784290063,0,-1,1,0,1,1,1,1,-0.49237782784290063
1,1,-2.025883484179407,1,1,-0.2708962687904854,0,-1,1,0,1,1,3,0,-0.09029875626349514
0,2,-0.6425863043961658,0,0,-0.4918744606632361,0,-1,1,0,1,1,1,1,-0.4918744606632361
0,2,-0.10463740114712752,3,1,-0.13565761536436197,0,-1,1,0,1,0,5,0,-0.027131523072872393
0,2,-0.10463740114712752,0,0,-0.4894421904510968,0,-1,1,0,1,1,1,1,-0.4894421904510968
0,2,-0.10463740114712752,0,0,-0.5103319284071769,0,-1,1,1,0,1,1,1,-0.5103319284071769
1,0,0.27961181545932834,1,0,1.163700193253568,0,2,0,1,0,0,2,0,0.581850096626784
0,1,-0.10463740114712752,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
1,2,1.1249600919935314,0,0,-0.4888542575852486,0,-1,1,0,1,1,1,1,-0.4888542575852486
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,0,1,1,-0.4863374216869257
1,1,0.35646165878061953,1,1,0.005955680025033696,0,-1,1,0,1,0,3,0,0.001985226675011232
1,1,-0.8731358343600393,0,2,-0.3866707201133388,0,-1,1,0,1,0,3,0,-0.1288902400377796
0,1,0.04906228549545483,0,0,-0.3866707201133388,0,-1,1,0,1,1,1,1,-0.3866707201133388
0,2,-1.4879345809303688,0,2,-0.1621689579829361,0,-1,1,0,1,0,3,0,-0.05405631932764537
0,2,-0.10463740114712752,0,0,-0.4894421904510968,0,-1,1,0,0,1,1,1,-0.4894421904510968
0,2,-0.6425863043961658,0,0,-0.49271407711891657,0,-1,1,1,0,1,1,1,-0.49271407711891657
0,2,-0.027787557825836348,0,0,-0.4898609919445778,0,-1,1,0,1,1,1,1,-0.4898609919445778
0,2,-0.10463740114712752,1,1,-0.35848215805212236,0,-1,1,0,1,0,3,0,-0.11949405268404079
0,2,-0.8731358343600393,1,1,-0.2414492887801075,0,-1,1,0,1,1,3,0,-0.08048309626003583
0,2,-0.10463740114712752,0,0,-0.5024451714361923,0,-1,1,0,1,1,1,1,-0.5024451714361923
1,1,-0.10463740114712752,1,0,-0.12491978668775715,0,-1,1,0,1,0,2,0,-0.062459893343878574
1,1,-0.7962859910387481,0,0,-0.12491978668775715,0,-1,1,0,1,0,1,1,-0.12491978668775715
0,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
1,2,0.20276197213803718,0,0,-0.4863374216869257,0,4,0,0,1,1,1,1,-0.4863374216869257
1,0,-0.10463740114712752,0,0,-0.11384570873513637,0,2,0,0,1,1,1,1,-0.11384570873513637
1,2,-0.10463740114712752,1,0,-0.32425318983493084,0,-1,1,0,1,0,2,0,-0.16212659491746542
1,1,0.9712604053509489,1,0,-0.12491978668775715,0,-1,1,0,1,0,2,0,-0.062459893343878574
0,2,-0.9499856776813305,0,0,-0.5049620073345151,0,-1,1,0,1,1,1,1,-0.5049620073345151
0,0,1.5860591519212783,1,0,0.4771073601910807,0,4,0,0,1,1,2,0,0.23855368009554034
1,0,-1.180535207645204,1,2,1.7677408088510642,0,1,0,0,1,0,4,0,0.44193520221276605
0,2,-0.6425863043961658,2,2,0.04370821849987721,0,-1,1,0,1,0,5,0,0.008741643699975443
1,1,-0.41203677443229225,2,3,-0.2708962687904854,0,-1,1,0,1,0,6,0,-0.04514937813174757
0,0,2.661956958419355,1,4,4.647001076532463,0,2,0,0,1,1,6,0,0.7745001794220773
0,1,0.12591212881674602,0,0,-0.43700743807979686,0,-1,1,0,1,1,1,1,-0.43700743807979686
1,1,1.2018099353148226,1,1,-0.11988611489111134,0,-1,1,0,1,0,3,0,-0.039962038297037115
0,2,-0.719436147717457,0,0,-0.45714212526638004,0,-1,1,0,1,1,1,1,-0.45714212526638004
0,2,-0.33518693111100106,1,0,-0.4918744606632361,0,-1,1,0,1,1,2,0,-0.24593723033161805
1,1,-0.10463740114712752,0,0,-0.3866707201133388,0,-1,1,0,1,0,1,1,-0.3866707201133388
1,2,-0.10463740114712752,0,0,-0.48507900373776425,0,-1,1,0,1,1,1,1,-0.48507900373776425
1,0,-1.949033640858116,0,2,0.9997696105865636,0,0,0,0,1,1,3,0,0.33325653686218787
1,1,-1.2573850509664952,0,1,-0.255795253400548,0,-1,1,0,1,0,2,0,-0.127897626700274
1,0,0.35646165878061953,0,0,-0.11384570873513637,0,-1,1,0,1,1,1,1,-0.11384570873513637
1,2,-1.8721837975368247,2,1,-0.26066180729354516,0,-1,1,0,0,0,4,0,-0.06516545182338629
1,0,1.7397588385638607,0,0,-0.034313694348132716,0,2,0,0,1,1,1,1,-0.034313694348132716
0,1,0.5101613454232019,1,2,-0.08968408411123653,0,-1,1,0,1,1,4,0,-0.022421021027809133
0,2,-0.10463740114712752,1,0,-0.2463983948905696,0,-1,1,0,1,1,2,0,-0.1231991974452848
0,0,0.04906228549545483,0,0,-0.08968408411123653,0,2,0,0,0,1,1,1,-0.08968408411123653
1,0,1.5092093085999871,1,0,1.145663540471827,0,2,0,0,0,1,2,0,0.5728317702359135
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,2,-0.027787557825836348,0,0,-0.4894421904510968,0,-1,1,0,0,1,1,1,-0.4894421904510968
0,0,2.738806801740646,0,0,-0.11384570873513637,0,4,0,0,1,1,1,1,-0.11384570873513637
1,0,-0.10463740114712752,1,0,0.395813560675251,0,3,0,0,1,0,2,0,0.1979067803376255
1,1,1.5860591519212783,0,0,-0.43700743807979686,0,-1,1,0,1,0,1,1,-0.43700743807979686
0,2,-0.10463740114712752,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
1,0,1.432359465278696,0,0,-0.11384570873513637,0,4,0,0,1,1,1,1,-0.11384570873513637
0,2,0.35646165878061953,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,0,1.3555096219574048,0,0,0.12676380314453292,0,4,0,0,1,1,1,1,0.12676380314453292
0,1,1.432359465278696,0,0,-0.3866707201133388,0,-1,1,0,1,1,1,1,-0.3866707201133388
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,2,0.6638610320657843,0,0,-0.5064721088735089,0,-1,1,0,1,1,1,1,-0.5064721088735089
0,1,-0.10463740114712752,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
0,0,2.0471582118490255,0,0,-0.11384570873513637,0,-1,1,0,1,1,1,1,-0.11384570873513637
0,2,-0.10463740114712752,0,0,-0.4928811950225652,0,-1,1,1,0,1,1,1,-0.4928811950225652
1,2,-2.1987956316523123,2,1,-0.26066180729354516,0,-1,1,0,0,0,4,0,-0.06516545182338629
0,2,-0.10463740114712752,0,0,-0.5024451714361923,0,-1,1,0,1,1,1,1,-0.5024451714361923
0,2,0.6638610320657843,0,0,-0.47400492578514347,0,-1,1,0,1,1,1,1,-0.47400492578514347
1,1,0.27961181545932834,1,2,-0.08968408411123653,0,-1,1,0,1,0,4,0,-0.022421021027809133
1,1,-0.48888661775358344,0,0,-0.3707300882677209,0,3,0,0,0,0,1,1,-0.3707300882677209
0,2,-0.5657364610748746,0,0,-0.45034666834090825,0,-1,1,0,1,0,1,1,-0.45034666834090825
0,0,-0.10463740114712752,0,0,0.39858208016340624,0,0,0,0,1,1,1,1,0.39858208016340624
0,1,0.35646165878061953,1,0,-0.22559322262067316,0,-1,1,0,1,1,2,0,-0.11279661131033658
0,2,-0.027787557825836348,1,0,-0.5065566745596926,0,-1,1,0,1,1,2,0,-0.2532783372798463
0,2,-0.5657364610748746,0,0,-0.4969926981460655,0,-1,1,0,1,1,1,1,-0.4969926981460655
1,2,-2.1027333275006983,0,1,-0.4010166847337793,0,-1,1,0,1,0,2,0,-0.20050834236688966
0,2,-1.56478442425166,5,2,0.2958951755118318,0,-1,1,0,1,1,8,0,0.036986896938978976
0,1,-0.10463740114712752,0,0,-0.6484216535389205,0,-1,1,0,1,1,1,1,-0.6484216535389205
0,2,1.5860591519212783,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,2,2.585107115098064,0,0,-0.455380340137554,0,-1,1,0,1,0,1,1,-0.455380340137554
1,0,-0.33518693111100106,1,0,1.1854295476653287,0,1,0,0,0,1,2,0,0.5927147738326644
0,2,-0.10463740114712752,3,1,-0.13565761536436197,0,-1,1,0,1,0,5,0,-0.027131523072872393
1,0,0.4333115021019107,1,0,1.163700193253568,0,2,0,0,1,0,2,0,0.581850096626784
0,0,2.200857898491608,0,0,-0.05042144409739929,0,1,0,0,0,1,1,1,-0.05042144409739929
0,2,0.04906228549545483,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,2,-1.56478442425166,1,1,-0.32828012727224753,0,-1,1,0,1,1,3,0,-0.10942670909074918
0,2,-0.10463740114712752,1,0,-0.2463983948905696,0,-1,1,0,1,1,2,0,-0.1231991974452848
0,2,-0.6425863043961658,0,0,-0.5024451714361923,0,-1,1,0,1,1,1,1,-0.5024451714361923
0,0,1.9703083685277343,0,0,-0.034313694348132716,0,2,0,0,1,1,1,1,-0.034313694348132716
0,0,3.1999058616683933,0,0,0.3483299278831318,0,-1,1,0,0,1,1,1,0.3483299278831318
0,2,-0.6425863043961658,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
0,2,-0.10463740114712752,0,0,-0.3573083057891445,0,-1,1,0,0,1,1,1,-0.3573083057891445
1,0,1.893458525206443,1,0,0.9274538680872313,0,3,0,0,0,0,2,0,0.46372693404361565
0,2,-0.10463740114712752,0,0,-0.3443878770215141,0,-1,1,0,1,1,1,1,-0.3443878770215141
0,0,-0.33518693111100106,1,2,2.4029901895877646,0,2,0,0,1,0,4,0,0.6007475473969411
0,2,-0.41203677443229225,0,0,-0.49145565916975514,0,-1,1,0,1,1,1,1,-0.49145565916975514
0,2,-0.9499856776813305,0,0,-0.47400492578514347,0,-1,1,0,1,1,1,1,-0.47400492578514347
0,2,-0.6425863043961658,0,0,-0.49237782784290063,0,-1,1,1,0,0,1,1,-0.49237782784290063
0,2,-0.10463740114712752,0,0,-0.4948100980550399,0,-1,1,1,0,0,1,1,-0.4948100980550399
0,2,0.5870111887444931,0,0,-0.455380340137554,0,-1,1,0,1,0,1,1,-0.455380340137554
1,0,-1.0268355210026217,0,0,1.093228788100527,0,1,0,0,1,0,1,1,1.093228788100527
0,0,-0.8731358343600393,1,0,1.5442457810799908,0,2,0,0,0,1,2,0,0.7721228905399954
1,1,0.27961181545932834,0,2,-0.12491978668775715,0,-1,1,0,1,0,3,0,-0.04163992889591905
1,0,-0.10463740114712752,0,0,-0.11384570873513637,0,-1,1,0,1,1,1,1,-0.11384570873513637
0,2,-0.10463740114712752,0,0,-0.1948878246611338,0,-1,1,0,1,1,1,1,-0.1948878246611338
1,2,-0.2583370877897099,0,0,0.48910360681684706,0,-1,1,0,1,1,1,1,0.48910360681684706
1,2,-0.027787557825836348,0,0,-0.49237782784290063,0,-1,1,1,0,1,1,1,-0.49237782784290063
0,2,-0.10463740114712752,0,0,-0.4863374216869257,0,-1,1,0,1,1,1,1,-0.4863374216869257
1,0,0.5101613454232019,0,0,-0.11913106412161445,0,4,0,0,1,1,1,1,-0.11913106412161445
1,0,1.893458525206443,1,0,0.5475787653441219,0,-1,1,0,0,0,2,0,0.27378938267206093
0,2,-0.41203677443229225,0,0,-0.4974960653257301,0,-1,1,0,1,1,1,1,-0.4974960653257301
